Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
S1S21_val_1 - polya	(1, 0.028198560731813666)	(2, 0.0626911696865341)	(3, 0.08045796877023614)	(4, 0.10307542767270372)	(5, 0.117347477256682)	(6, 0.1324724381703801)	(7, 0.14553291627573076)	(8, 0.15831783841301808)	(9, 0.16957189406106468)	(10, 0.1912292809795656)	(12, 0.21065378977590257)	(14, 0.2310580531253536)	(16, 0.2576841952775043)	(18, 0.2795274731268416)	(20, 0.30059875687517607)	(22, 0.3249876470009079)	(24, 0.3515809848711463)	(26, 0.37455710392252173)	(28, 0.3971439454952045)	(30, 0.4195120918551386)	(32, 0.4398769900662948)	(34, 0.46788309901088965)	(36, 0.4966393325352124)	(38, 0.5167767877251102)	(40, 0.5394029944360876)	(42, 0.5623244396842759)	(44, 0.5854492714803203)	(46, 0.6103914604943064)	(48, 0.6318957607638831)	(50, 0.6532775917143208)	(52, 0.6768310661273527)	(54, 0.7069147795930598)	(56, 0.7308990835752066)	(58, 0.7522371754830945)	(60, 0.7775117812204584)	(62, 0.7998908623410299)	(64, 0.8209687069457468)	(66, 0.8417360043483606)	(68, 0.8594853078150428)	(70, 0.8835374073131417)	(72, 0.9057065410294745)	(74, 0.919700847693262)	(76, 0.9354075378728715)	(78, 0.9537035793714252)	(80, 0.9701603941307628)	(82, 0.9860529752412088)	(84, 1.0060570263513298)	(86, 1.0291687364346092)	(88, 1.0457764508907434)	(90, 1.059897600777925)	(92, 1.0733670389311158)	(94, 1.0880174312331494)	(96, 1.1019023902905625)	(98, 1.1148797642150687)	(100, 1.126002602735466)	(102, 1.1389952853248646)	(104, 1.1517823944142793)	(106, 1.1614093576794757)	(108, 1.171600554593564)	(110, 1.1823822285820733)	(112, 1.1929648899269818)	(114, 1.202119471532641)	(116, 1.2106267153085644)	(118, 1.2208857077386046)	(120, 1.2307073097431473)	(122, 1.238650319870179)	(124, 1.246464299821689)	(126, 1.256519905703873)	(128, 1.2656220004584726)	(130, 1.2740876921439737)	(132, 1.2825490099252197)	(134, 1.2910846840788004)	(136, 1.2990167594451947)	(138, 1.3046875263117679)
S1S21_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0033766540848394837)	(4, 0.004251434935834168)	(5, 0.004526990903897494)	(6, 0.004684451457076537)	(7, 0.004763181733666059)	(8, 0.004876903244295368)	(9, 0.004990624754924677)	(10, 0.005178702637888534)	(12, 0.005333976238940091)	(14, 0.005550484499561276)	(16, 0.005690449435720425)	(18, 0.005823853515497114)	(20, 0.006029427015480865)	(22, 0.006243748323974563)	(24, 0.006416517542046014)	(26, 0.0066527083718145785)	(28, 0.0069391991005153374)	(30, 0.007247559350490964)	(32, 0.007577789121741458)	(34, 0.007936449270649279)	(36, 0.008404457025931435)	(38, 0.008835286595046317)	(40, 0.009399520243937889)	(42, 0.009941884371554594)	(44, 0.010506118020446164)	(46, 0.011140334137417312)	(48, 0.011678324360779042)	(50, 0.012310353525622703)	(52, 0.013021112967055885)	(54, 0.013725311552106606)	(56, 0.014396705855245027)	(58, 0.015114026153060667)	(60, 0.015905702823210858)	(62, 0.01667113606783121)	(64, 0.01754154301457092)	(66, 0.018508175854920046)	(68, 0.019713186477165225)	(70, 0.021075657652589445)	(72, 0.022523419960985648)	(74, 0.024003986551294154)	(76, 0.02582790462561807)	(78, 0.02790550914673045)	(80, 0.03045112142312498)	(82, 0.03339475898672209)	(84, 0.03714100798110683)	(86, 0.04152584699671769)	(88, 0.04725566157073288)	(90, 0.05422985190528801)	(92, 0.06304764288331442)	(94, 0.07327601798356978)	(96, 0.08532612420602156)	(98, 0.09866434523156302)	(100, 0.11289921662937402)	(102, 0.12756491759629993)	(104, 0.14201411030260463)	(106, 0.15608277333872664)	(108, 0.16916074706109718)	(110, 0.18080408018783645)	(112, 0.1914436022880593)	(114, 0.2010224526064511)	(116, 0.21014860383445313)	(118, 0.21937972876457457)	(120, 0.2289870094606237)	(122, 0.2395324926193646)	(124, 0.2505350487727503)	(126, 0.2618940781229162)	(128, 0.27430503144640334)	(130, 0.28789912587086075)	(132, 0.3021821102154765)	(134, 0.3178800525865761)	(136, 0.3347830055799209)	(138, 0.3532080772539964)
S1S21_val_2 - polya	(1, 0.19887705256938662)	(2, 0.40295467729793666)	(3, 0.5115412243319069)	(4, 0.6394516803643497)	(5, 0.7206838301877162)	(6, 0.8084112278297181)	(7, 0.8694009487610675)	(8, 0.9327525779901027)	(9, 0.9900419759217446)	(10, 1.0881442744565435)	(12, 1.1837403258532426)	(14, 1.2754829676013102)	(16, 1.3829344864811148)	(18, 1.4818065921647892)	(20, 1.5776016562050896)	(22, 1.6849919404253244)	(24, 1.7881679678958926)	(26, 1.8849930863882394)	(28, 1.979854321870103)	(30, 2.0755050470699894)	(32, 2.160853040797286)	(34, 2.272903720001195)	(36, 2.392860231145969)	(38, 2.4759950293202486)	(40, 2.5635824620260914)	(42, 2.647563610673709)	(44, 2.7294409113746836)	(46, 2.8065703390068846)	(48, 2.8742565073525985)	(50, 2.939980979639957)	(52, 3.007640904560141)	(54, 3.084254211490255)	(56, 3.151238368203046)	(58, 3.2160793118308995)	(60, 3.2894690513250984)	(62, 3.3525735549637274)	(64, 3.4089466199539524)	(66, 3.466769634204701)	(68, 3.5175790929826)	(70, 3.577709341727847)	(72, 3.6368073490689206)	(74, 3.67889742971453)	(76, 3.724375099205616)	(78, 3.7730566535634704)	(80, 3.821491082330918)	(82, 3.8683159143325363)	(84, 3.923309012530317)	(86, 3.983832912658512)	(88, 4.0287463485007065)	(90, 4.071466271359032)	(92, 4.111631834132453)	(94, 4.155513028570473)	(96, 4.195868856178986)	(98, 4.234982494979086)	(100, 4.2724668544442075)	(102, 4.316435526967329)	(104, 4.360541977474481)	(106, 4.396397057604625)	(108, 4.4340760558090935)	(110, 4.472833221412413)	(112, 4.511428552558299)	(114, 4.542415477252658)	(116, 4.571307301808885)	(118, 4.60544781147108)	(120, 4.640176611255569)	(122, 4.668976583822442)	(124, 4.696575919671323)	(126, 4.72969730964211)	(128, 4.758941233490862)	(130, 4.785018450659014)	(132, 4.809975948337892)	(134, 4.835136832564627)	(136, 4.85836663806279)	(138, 4.8758797506997045)
S1S21_val_2 - polyg	(1, 0.3631171573436387)	(2, 0.3649935622690223)	(3, 0.36637134210933897)	(4, 0.3675829135879666)	(5, 0.36867638965170996)	(6, 0.36967363982184387)	(7, 0.37051780334305373)	(8, 0.37180373119401594)	(9, 0.3726872598535206)	(10, 0.3741940698693589)	(12, 0.3764356958000328)	(14, 0.37745700244356906)	(16, 0.37815026626798237)	(18, 0.3787254346775114)	(20, 0.3793115378476778)	(22, 0.37975330217743014)	(24, 0.3802388055497322)	(26, 0.3806477655975722)	(28, 0.381096090783707)	(30, 0.3815794072038815)	(32, 0.3820430410549087)	(34, 0.3824760575761511)	(36, 0.3829287566665408)	(38, 0.383396764421823)	(40, 0.3838778938898701)	(42, 0.38431309736323993)	(44, 0.3847329921717174)	(46, 0.38519662602274457)	(48, 0.3856711946344092)	(50, 0.3860604721131018)	(52, 0.3864934886343442)	(54, 0.3869549355332439)	(56, 0.38739232595874123)	(58, 0.3878559598097684)	(60, 0.3883174067086681)	(62, 0.3887241798043806)	(64, 0.3892118701288102)	(66, 0.3896711300755824)	(68, 0.39018943772979675)	(70, 0.39066400634146137)	(72, 0.39107077943717383)	(74, 0.3914250656818267)	(76, 0.39186245610732406)	(78, 0.3923282769104787)	(80, 0.3927984716178884)	(82, 0.3933802008837999)	(84, 0.3941893731709699)	(86, 0.3954731140698046)	(88, 0.39755509249517196)	(90, 0.40051185177153403)	(92, 0.404542404542492)	(94, 0.4095483379623091)	(96, 0.4154465478501408)	(98, 0.42206426498791555)	(100, 0.4294517892745657)	(102, 0.4379983981887837)	(104, 0.4483732990815807)	(106, 0.46097451724015914)	(108, 0.47568395724963475)	(110, 0.4930746005674091)	(112, 0.5126762524860725)	(114, 0.533891875074821)	(116, 0.5567958247059894)	(118, 0.5811081715072592)	(120, 0.6061247168935797)	(122, 0.6320816516947195)	(124, 0.6588914978255791)	(126, 0.6856422962489965)	(128, 0.7122487558319999)	(130, 0.7394063273511299)	(132, 0.7657569135352174)	(134, 0.7920593867725)	(136, 0.8180600606161895)	(138, 0.8434527617684378)
S1S22_DKDL250003486-1A_22YL5KLT3_L6_1 - illumina_universal_adapter	(1, 0.014972160366339228)	(2, 0.02509425258679597)	(3, 0.0449940821893518)	(4, 0.07027748743383719)	(5, 0.08519144698242583)	(6, 0.10080866641216743)	(7, 0.13579705801656367)	(8, 0.20374166267223137)	(9, 0.3174757606931756)	(10, 0.5277916907371507)	(12, 0.7812950525861364)	(14, 0.9609779522207177)	(16, 1.097774124275333)	(18, 1.2302416105097485)	(20, 1.388128303896734)	(22, 1.6498646564233552)	(24, 1.9984293539316376)	(26, 2.439756454798068)	(28, 3.062214200640626)	(30, 3.862174740486191)	(32, 4.830793975070747)	(34, 5.861506207092963)	(36, 6.949386192350696)	(38, 8.153250707249063)	(40, 9.420886343163565)	(42, 10.727882707115977)	(44, 12.05696870643881)	(46, 13.409793364301665)	(48, 14.783507265668836)	(50, 16.157681923509866)	(52, 17.534938799657603)	(54, 18.908378672174535)	(56, 20.277725087176336)	(58, 21.638127976517133)	(60, 22.992211227063848)	(62, 24.34119220592109)	(64, 25.681120532584046)	(66, 27.005742044178593)	(68, 28.31743569913029)	(70, 29.615680115113456)	(72, 30.910774411835874)	(74, 32.189138398489064)	(76, 33.45774404803275)	(78, 34.71514846519351)	(80, 35.95889509045547)	(82, 37.18928705307774)	(84, 38.40485963248027)	(86, 39.60489259354338)	(88, 40.795627973970845)	(90, 41.975215472765)	(92, 43.143189483383836)	(94, 44.29364989792789)	(96, 45.43081627568408)	(98, 46.553381523287094)	(100, 47.66134321570285)	(102, 48.75592114507005)	(104, 49.83543233774206)	(106, 50.899791917526336)	(108, 51.941482278796755)	(110, 52.968040427452024)	(112, 53.97945908838992)	(114, 54.96994970527833)	(116, 55.94522808342718)	(118, 56.90311169217083)	(120, 57.846573623282694)	(122, 58.77214122797032)	(124, 59.68320227883362)	(126, 60.580118105949445)	(128, 61.460024744077664)	(130, 62.32244931157405)	(132, 63.17098328390063)	(134, 64.00837179962798)	(136, 64.82749495871792)	(138, 65.62920879819822)
S1S22_DKDL250003486-1A_22YL5KLT3_L6_1 - polya	(1, 0.030070422504471398)	(2, 0.06450105627209116)	(3, 0.08332417074626107)	(4, 0.10763271229342408)	(5, 0.12192586311933976)	(6, 0.13828514297540137)	(7, 0.15097292124502995)	(8, 0.16323389351782086)	(9, 0.1747188548872706)	(10, 0.19593305295736058)	(12, 0.21521449887131638)	(14, 0.23525498045010282)	(16, 0.2611858697920635)	(18, 0.28334340611652764)	(20, 0.3042180994164059)	(22, 0.32832051306736887)	(24, 0.35368636947033427)	(26, 0.37631921247309486)	(28, 0.39862952594415424)	(30, 0.42078948730269133)	(32, 0.440201885056586)	(34, 0.4676944963415208)	(36, 0.49613529594897576)	(38, 0.5163819054239622)	(40, 0.5387407195764804)	(42, 0.5604302243248669)	(44, 0.5825271347975074)	(46, 0.6061445416338822)	(48, 0.6264663271651298)	(50, 0.6462740054729139)	(52, 0.6683345404344604)	(54, 0.69699359310848)	(56, 0.7200993177554642)	(58, 0.7413377661662836)	(60, 0.7658063599622607)	(62, 0.786596177069586)	(64, 0.8064814564677041)	(66, 0.8268032419989517)	(68, 0.8438682067702392)	(70, 0.866823579304701)	(72, 0.8878510497511745)	(74, 0.9011087110279443)	(76, 0.9163160996993589)	(78, 0.933642968150524)	(80, 0.9495875671801126)	(82, 0.9653769640290331)	(84, 0.9839211995848147)	(86, 1.0055015777999188)	(88, 1.0209053942312416)	(90, 1.0347911393329032)	(92, 1.0472824898426234)	(94, 1.0610033326273252)	(96, 1.0737347615102666)	(98, 1.0860393843963705)	(100, 1.0966998341810201)	(102, 1.108798329170924)	(104, 1.120232364824842)	(106, 1.1291613402814118)	(108, 1.1384637709852141)	(110, 1.148454911365732)	(112, 1.1585382030410218)	(114, 1.166705717798688)	(116, 1.1745191775817045)	(118, 1.1840883620335307)	(120, 1.1935484199520747)	(122, 1.2007531961827829)	(124, 1.2081471250711808)	(126, 1.2175198817630988)	(128, 1.226007501018393)	(130, 1.2337385096429299)	(132, 1.2413943422112053)	(134, 1.2494745557422455)	(136, 1.2567666331995797)	(138, 1.2642842388256976)
S1S22_DKDL250003486-1A_22YL5KLT3_L6_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0038655043122683397)	(4, 0.004995570190258958)	(5, 0.00527202407457426)	(6, 0.005446626527826029)	(7, 0.005558178095181326)	(8, 0.005655179458098976)	(9, 0.005786131298037803)	(10, 0.005883132660955453)	(12, 0.006069860284571928)	(14, 0.00626628804448017)	(16, 0.006419065191075467)	(18, 0.006581542473962531)	(20, 0.006780395267943712)	(22, 0.006979248061924894)	(24, 0.007151425481103722)	(26, 0.0073599784113766685)	(28, 0.007655832568275501)	(30, 0.007925011350371977)	(32, 0.008276641290948458)	(34, 0.008642821435962586)	(36, 0.009018701717268478)	(38, 0.009477033157054372)	(40, 0.010003265550882623)	(42, 0.010512522706200284)	(44, 0.011038755100028533)	(46, 0.01173473987896267)	(48, 0.012522875952668572)	(50, 0.013359512707833301)	(52, 0.014302850962207445)	(54, 0.01564146977047101)	(56, 0.017186216474934582)	(58, 0.018456934329155794)	(60, 0.019451198299061702)	(62, 0.020513363223009964)	(64, 0.02165312923729235)	(66, 0.024143639230203004)	(68, 0.02983761923346904)	(70, 0.047540367965940106)	(72, 0.08690594607199528)	(74, 0.13621901394525543)	(76, 0.20088739756837953)	(78, 0.31041406147277073)	(80, 0.5301342736516119)	(82, 0.8272276229617164)	(84, 1.1037154577540391)	(86, 1.3319790649718524)	(88, 1.5508747655658937)	(90, 1.7894302173892696)	(92, 2.0869479476621384)	(94, 2.4958232425644695)	(96, 3.014460429676267)	(98, 3.658023247055633)	(100, 4.510294196888614)	(102, 5.564764487723435)	(104, 6.7150745501549665)	(106, 7.890772294296122)	(108, 9.120919328477026)	(110, 10.418860615201075)	(112, 11.717185057308647)	(114, 13.033508102305591)	(116, 14.322779892218875)	(118, 15.645223723215924)	(120, 16.95109729639256)	(122, 18.27080568895533)	(124, 19.598157788916012)	(126, 20.87777794321899)	(128, 22.156389283347625)	(130, 23.448478962853667)	(132, 24.749281789783787)	(134, 26.057427619886774)	(136, 27.365575875023833)	(138, 28.679946767592057)
S1S22_DKDL250003486-1A_22YL5KLT3_L6_2 - illumina_universal_adapter	(1, 0.015282564727675706)	(2, 0.025550158992508926)	(3, 0.045740992683817705)	(4, 0.07130085181261839)	(5, 0.0863894138144588)	(6, 0.10232188767368276)	(7, 0.1375818830942484)	(8, 0.20660805294644793)	(9, 0.32181172161559457)	(10, 0.5350619428878285)	(12, 0.7917833249516072)	(14, 0.9739518845109533)	(16, 1.112717184232797)	(18, 1.246693041660582)	(20, 1.4065173372718474)	(22, 1.6710352038801322)	(24, 2.0231525763052733)	(26, 2.4682530301892003)	(28, 3.097095890745813)	(30, 3.904312132537618)	(32, 4.881770616318045)	(34, 5.921758603669261)	(36, 7.018996795414473)	(38, 8.23360421125597)	(40, 9.511868771512173)	(42, 10.829814164303915)	(44, 12.169543638172888)	(46, 13.533484652226106)	(48, 14.91669983709106)	(50, 16.301673171658898)	(52, 17.688872687505693)	(54, 19.072165473460984)	(56, 20.450195935477993)	(58, 21.81873723916758)	(60, 23.18106560556229)	(62, 24.537833368827748)	(64, 25.884037683671473)	(66, 27.215973098030013)	(68, 28.535613589638743)	(70, 29.843410214835224)	(72, 31.14707943203956)	(74, 32.4368386538015)	(76, 33.71848128652132)	(78, 34.98970839789784)	(80, 36.250296884796384)	(82, 37.497460383067114)	(84, 38.73120616781226)	(86, 39.94993614157776)	(88, 41.1600499692821)	(90, 42.3583538810512)	(92, 43.54337830623689)	(94, 44.71006947383114)	(96, 45.861541127583614)	(98, 46.997223384487164)	(100, 48.11543812096332)	(102, 49.21966526090675)	(104, 50.30891539041569)	(106, 51.38338978731821)	(108, 52.436666961389136)	(110, 53.475740710894854)	(112, 54.50115181843363)	(114, 55.505804634308014)	(116, 56.494973607626676)	(118, 57.4689012417969)	(120, 58.42900375671728)	(122, 59.37068328778554)	(124, 60.29616116621247)	(126, 61.20713249081506)	(128, 62.102042814752565)	(130, 62.97788509577454)	(132, 63.83779247790321)	(134, 64.6861106221973)	(136, 65.51480781580722)	(138, 66.32427933928686)
S1S22_DKDL250003486-1A_22YL5KLT3_L6_2 - polya	(1, 0.2157795318103117)	(2, 0.4311419577600775)	(3, 0.5429990794085652)	(4, 0.6793247948530301)	(5, 0.7660343131651172)	(6, 0.8577491018037549)	(7, 0.9219640040552389)	(8, 0.9879540312481161)	(9, 1.0460190470906212)	(10, 1.14884049178333)	(12, 1.2465135891391843)	(14, 1.340665537021128)	(16, 1.4528597384057544)	(18, 1.5547911955936937)	(20, 1.652430342472527)	(22, 1.7615738509933934)	(24, 1.8668930807812316)	(26, 1.965761719935046)	(28, 2.063041961771084)	(30, 2.161314042542955)	(32, 2.2497938357282887)	(34, 2.3683295012136565)	(36, 2.492115365466942)	(38, 2.5775468908225894)	(40, 2.6680394622884647)	(42, 2.753631039892926)	(44, 2.8360700732025634)	(46, 2.9148933807094455)	(48, 2.9829083113532286)	(50, 3.049710724960541)	(52, 3.118858146516388)	(54, 3.1966508145422696)	(56, 3.265155602068787)	(58, 3.33267582576169)	(60, 3.408887371572014)	(62, 3.4737473328869006)	(64, 3.5325180336446316)	(66, 3.592843181243118)	(68, 3.6451123656512934)	(70, 3.7076467192902296)	(72, 3.7697445667960356)	(74, 3.8132157275875804)	(76, 3.8596890805614263)	(78, 3.910469294048816)	(80, 3.9604298460195517)	(82, 4.008603147878529)	(84, 4.0652228434135615)	(86, 4.1271169880572405)	(88, 4.173854669745037)	(90, 4.21770413585196)	(92, 4.259967629675181)	(94, 4.3055994958257156)	(96, 4.347040903098209)	(98, 4.388385309007784)	(100, 4.426477744225545)	(102, 4.472141135819029)	(104, 4.51872604036023)	(106, 4.556168566446443)	(108, 4.594605356502561)	(110, 4.634407440741747)	(112, 4.674471428660809)	(114, 4.706758332307948)	(116, 4.737294361354424)	(118, 4.773155765225079)	(120, 4.808694639564033)	(122, 4.838529833763429)	(124, 4.867276187664075)	(126, 4.901224239651179)	(128, 4.931335887734891)	(130, 4.958011262537244)	(132, 4.984361682773823)	(134, 5.010707252942257)	(136, 5.035117645920485)	(138, 5.05979964271488)
S1S22_DKDL250003486-1A_22YL5KLT3_L6_2 - polyg	(1, 0.39658037215251896)	(2, 0.3997814171288014)	(3, 0.4015904925472155)	(4, 0.40307461339985556)	(5, 0.4042337796867215)	(6, 0.40521834352033564)	(7, 0.40616410680878273)	(8, 0.4076142771844016)	(9, 0.4087297928579546)	(10, 0.4102478641876158)	(12, 0.4126680481924111)	(14, 0.4137520384230159)	(16, 0.4144407480997312)	(18, 0.4150324564135288)	(20, 0.4155926392843783)	(22, 0.41619889780261354)	(24, 0.41686820720674533)	(26, 0.4173992896687195)	(28, 0.4178721713129431)	(30, 0.4184129539112089)	(32, 0.4189707117479854)	(34, 0.41943874332406306)	(36, 0.41994800047938075)	(38, 0.4203723814421455)	(40, 0.42095438961965137)	(42, 0.42144182146831255)	(44, 0.4218686274651502)	(46, 0.4223245338708631)	(48, 0.42290896708244197)	(50, 0.4233842737607385)	(52, 0.4239032310523479)	(54, 0.4243979380032279)	(56, 0.4248756697155973)	(58, 0.425346126325748)	(60, 0.425797182663315)	(62, 0.42639131601118563)	(64, 0.4363606310850471)	(66, 0.46649652950948783)	(68, 0.5089807014333455)	(70, 0.5578524131053303)	(72, 0.7144174629225628)	(74, 0.9837684224382195)	(76, 1.2381375214512451)	(78, 1.4222242829622878)	(80, 1.5627162069440657)	(82, 1.7034942849464507)	(84, 1.8759336078051563)	(86, 2.154817376261545)	(88, 2.522188213005487)	(90, 2.9928218506434123)	(92, 3.6443872804634845)	(94, 4.48617480799914)	(96, 5.479024983040524)	(98, 6.531790474922068)	(100, 7.658332778404703)	(102, 8.89245686846523)	(104, 10.207009638588927)	(106, 11.561286891861474)	(108, 12.936072658288886)	(110, 14.333571293843464)	(112, 15.758189085435745)	(114, 17.179440929734785)	(116, 18.614593069339918)	(118, 20.05046301903065)	(120, 21.48682282560411)	(122, 22.903280377540945)	(124, 24.321289951284463)	(126, 25.744564274000332)	(128, 27.151590868427498)	(130, 28.546320115070777)	(132, 29.91086496260816)	(134, 31.285468851480097)	(136, 32.63650383419712)	(138, 33.98414134417796)
S1S22_val_1 - polya	(1, 0.029753014553096386)	(2, 0.06429347464284943)	(3, 0.08311851742111084)	(4, 0.10754285415694191)	(5, 0.12190519076691188)	(6, 0.13840293473855603)	(7, 0.15123506008244147)	(8, 0.16362435901491987)	(9, 0.17524117187416585)	(10, 0.1967280934143299)	(12, 0.2162591983041126)	(14, 0.23656524941385776)	(16, 0.2627977939962678)	(18, 0.2852048104134665)	(20, 0.3063300903843148)	(22, 0.3307076843322751)	(24, 0.35638177560696616)	(26, 0.3792980423972831)	(28, 0.4018428270313641)	(30, 0.4242203216878023)	(32, 0.443808009952376)	(34, 0.47158552668125076)	(36, 0.5003225006348408)	(38, 0.520744178640898)	(40, 0.5432938835684389)	(42, 0.5652162510798199)	(44, 0.5875125608941669)	(46, 0.6112972594801878)	(48, 0.6317410788068151)	(50, 0.6517076296678147)	(52, 0.6739448959606409)	(54, 0.7028639207722538)	(56, 0.7261442892786166)	(58, 0.7475524861234194)	(60, 0.7722228375322544)	(62, 0.7931709869385397)	(64, 0.8132138023481708)	(66, 0.8336896035822885)	(68, 0.8508983299589141)	(70, 0.8739966476072538)	(72, 0.8952252537407639)	(74, 0.9085248069633567)	(76, 0.9237949377167113)	(78, 0.9412398381794206)	(80, 0.9572603136854371)	(82, 0.9731257999474612)	(84, 0.9917835527480798)	(86, 1.0135410904285482)	(88, 1.0290547757081767)	(90, 1.04302348884134)	(92, 1.055565316871081)	(94, 1.069371660320062)	(96, 1.0822111661041376)	(98, 1.0945684831291256)	(100, 1.105277501844987)	(102, 1.1173715831698607)	(104, 1.1288481676654945)	(106, 1.1377686597086174)	(108, 1.1470753947883563)	(110, 1.1571054130067269)	(112, 1.1672338370942992)	(114, 1.1754384264389803)	(116, 1.1832592328937757)	(118, 1.1928759464614997)	(120, 1.2023745729861817)	(122, 1.209575422465007)	(124, 1.2169829242691557)	(126, 1.226375764484446)	(128, 1.2349001729040325)	(130, 1.2426594756905769)	(132, 1.25036711539579)	(134, 1.2584831394581901)	(136, 1.2656372461491445)	(138, 1.2709511630860297)
S1S22_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0038870318334622367)	(4, 0.005018699329280356)	(5, 0.005299156056504847)	(6, 0.005476286621067683)	(7, 0.005589453370649495)	(8, 0.00568785923985107)	(9, 0.005815786869813119)	(10, 0.0059141927390146945)	(12, 0.006101163890497688)	(14, 0.006297975628900839)	(16, 0.00645296487289332)	(18, 0.006615334557075921)	(20, 0.006814606442209111)	(22, 0.007006497887152184)	(24, 0.007176248011524902)	(26, 0.00738536048357825)	(28, 0.007673197650992858)	(30, 0.007931513057646994)	(32, 0.008278393746582548)	(34, 0.008644955609358417)	(36, 0.009011517472134287)	(38, 0.009464184470461535)	(40, 0.00996359425665953)	(42, 0.010460543896127487)	(44, 0.010967334122515602)	(46, 0.011555309190995016)	(48, 0.012209708221185495)	(50, 0.012809984023315107)	(52, 0.01347914393388582)	(54, 0.014175365458486968)	(56, 0.014844525369057681)	(58, 0.015471862785217725)	(60, 0.016133642255598324)	(62, 0.016864305834420022)	(64, 0.01755068677210101)	(66, 0.018453560622025467)	(68, 0.020124000251722216)	(70, 0.021851023256209863)	(72, 0.023186882930621253)	(74, 0.024124198834766263)	(76, 0.02505167415199111)	(78, 0.02599145020286616)	(80, 0.027046853150053056)	(82, 0.028264625781422553)	(84, 0.02970873191195568)	(86, 0.03158090357351565)	(88, 0.03411731485218626)	(90, 0.03749017601907027)	(92, 0.04215461421922495)	(94, 0.048427988380825404)	(96, 0.05626847600946094)	(98, 0.06527999348159522)	(100, 0.07601853395821717)	(102, 0.08809047396252045)	(104, 0.10070118610070236)	(106, 0.1134373657221163)	(108, 0.1263531360548231)	(110, 0.13924184477349946)	(112, 0.152204357894077)	(114, 0.16579666857754463)	(116, 0.18003107755755254)	(118, 0.19529382787071692)	(120, 0.21167102465258913)	(122, 0.22949478771172455)	(124, 0.24807627596371204)	(126, 0.26699480431771494)	(128, 0.286858029016053)	(130, 0.3074715984670531)	(132, 0.32887487501839574)	(134, 0.35064963372597435)	(136, 0.37286229855150005)	(138, 0.3961992504326537)
S1S22_val_2 - polya	(1, 0.21310775034293214)	(2, 0.42865596624206337)	(3, 0.5411387950329244)	(4, 0.6782427722980197)	(5, 0.76570098855092)	(6, 0.8583648752845836)	(7, 0.923342270718384)	(8, 0.9900762109174325)	(9, 1.0489278409934348)	(10, 1.1530929136900325)	(12, 1.2519686709170457)	(14, 1.347230472597631)	(16, 1.4607170412543482)	(18, 1.563755366748588)	(20, 1.6624761347316086)	(22, 1.7728284764542555)	(24, 1.8793651305986114)	(26, 1.9793110516531915)	(28, 2.0777636636426378)	(30, 2.177151131389499)	(32, 2.2666315882544916)	(34, 2.3866572269196533)	(36, 2.51196972090767)	(38, 2.598409436414334)	(40, 2.68997363755967)	(42, 2.776570802457057)	(44, 2.8599820773390423)	(46, 2.93978431696806)	(48, 3.008599541300722)	(50, 3.076221594469315)	(52, 3.146188167471635)	(54, 3.2248981019525154)	(56, 3.294212736071375)	(58, 3.362535931058029)	(60, 3.439636929577463)	(62, 3.505273644334914)	(64, 3.564764912560727)	(66, 3.6258208341068445)	(68, 3.678684467041931)	(70, 3.7419323793245134)	(72, 3.8047177840218485)	(74, 3.848680606087653)	(76, 3.8956423470173744)	(78, 3.9469659280994565)	(80, 3.9974973419344657)	(82, 4.046240229096735)	(84, 4.103551807319733)	(86, 4.1661625415992365)	(88, 4.213402279109452)	(90, 4.2577439637716825)	(92, 4.300498853793037)	(94, 4.346673347769146)	(96, 4.3885868676088275)	(98, 4.430421662753147)	(100, 4.468900817757694)	(102, 4.515016268212282)	(104, 4.5621256179458065)	(106, 4.5999651348005415)	(108, 4.638808391521134)	(110, 4.679056392024578)	(112, 4.719518425293536)	(114, 4.752105528879638)	(116, 4.782931167407032)	(118, 4.819169128740512)	(120, 4.855106952172926)	(122, 4.885233909028989)	(124, 4.914317763671515)	(126, 4.948646651142485)	(128, 4.979088506779992)	(130, 5.005987751126243)	(132, 5.03261391918546)	(134, 5.059188424163345)	(136, 5.083460231801913)	(138, 5.10135041882276)
